trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
150,False,"{'a': 0.5, 'e': 0.9876929757338583}",20,0,-202.7206019974842,"{0: 9, 1: 0, 2: 7, 3: 1, 4: 3}",0
151,False,"{'a': 0.5, 'e': 0.9875286781634774}",30,0,-181.78704575371083,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
152,False,"{'a': 0.5, 'e': 0.9873632980553708}",30,0,-103.81517893442287,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
153,False,"{'a': 0.5, 'e': 0.9871968355908295}",25,0,-109.6164042583956,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
154,False,"{'a': 0.5, 'e': 0.9870292909523309}",30,0,-143.56560670610364,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
155,False,"{'a': 0.5, 'e': 0.9868606643235394}",25,0,-127.9557108038402,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
156,False,"{'a': 0.5, 'e': 0.9866909558893046}",20,0,-89.94159815718788,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
157,False,"{'a': 0.5, 'e': 0.9865201658356625}",25,0,-106.57191455509903,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.9863482943498347}",25,0,-120.79465227378522,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
159,False,"{'a': 0.5, 'e': 0.9861753416202284}",25,0,-128.91010228594766,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
160,False,"{'a': 0.5, 'e': 0.9860013078364357}",30,0,-72.25692715512724,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.9858261931892341}",35,0,-248.18907659401978,"{0: 15, 1: 4, 2: 12, 3: 2, 4: 2}",0
162,False,"{'a': 0.5, 'e': 0.9856499978705858}",20,0,-95.86854560450162,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.9854727220736378}",20,5,-32.679610950949694,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.9852943659927211}",20,0,-167.11500175141177,"{0: 7, 1: 3, 2: 6, 3: 3, 4: 1}",0
165,False,"{'a': 0.5, 'e': 0.9851149298233516}",25,0,-105.95609009499519,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
166,False,"{'a': 0.5, 'e': 0.9849344137622285}",30,0,-153.52141375663567,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
167,False,"{'a': 0.5, 'e': 0.9847528180072354}",30,0,-117.34978198777064,"{0: 16, 1: 5, 2: 7, 3: 2, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.9845701427574388}",20,6,-108.61281218441755,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 2}",1
